Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Hyderabad,76662,Diesel,Automatic,First,2987.0,198.5,5.0,10.99,Mercedes-Benz,E-Class,14,11.0
Jaipur,89000,Petrol,Automatic,First,1497.0,118.0,5.0,3.71,Honda,City,11,17.0
Jaipur,80000,Petrol,Automatic,Third,2354.0,152.0,5.0,2.0,Honda,CR-V,14,10.1
Kochi,39023,Diesel,Manual,First,1248.0,88.5,5.0,9.48,Maruti,Ciaz,2,28.09
Jaipur,62000,Petrol,Manual,Second,998.0,67.1,5.0,1.25,Maruti,Wagon,16,18.9
Jaipur,78046,Diesel,Manual,First,1582.0,126.2,5.0,10.9,Hyundai,Creta,5,19.67
Kolkata,34400,Diesel,Manual,First,1248.0,88.5,5.0,5.5,Maruti,Ciaz,5,28.09
Coimbatore,64624,Petrol,Manual,First,814.0,55.2,5.0,3.71,Hyundai,EON,4,21.1
Mumbai,69192,Petrol,Manual,First,1373.0,93.7,7.0,6.25,Maruti,Ertiga,6,16.02
Chennai,55000,Diesel,Manual,First,1598.0,103.6,5.0,4.9,Volkswagen,Vento,8,20.54
Mumbai,81000,Petrol,Manual,Second,1493.0,100.0,5.0,1.1,Honda,City,15,12.8
Kochi,36733,Petrol,Manual,First,1198.0,73.9,5.0,4.72,Volkswagen,Polo,4,16.47
Kochi,24310,CNG,Manual,First,796.0,40.3,4.0,3.7,Maruti,Alto,3,
Mumbai,43022,Diesel,Automatic,First,2143.0,136.0,5.0,24.85,Mercedes-Benz,GLA,4,17.9
Jaipur,74000,Diesel,Manual,First,2199.0,194.3,7.0,12.25,Hyundai,Santa,7,14.66
Kolkata,47000,Diesel,Manual,First,1248.0,74.0,5.0,3.9,Maruti,Swift,6,22.9
Kochi,37460,Petrol,Manual,First,1197.0,81.86,5.0,6.28,Hyundai,Elite,3,18.6
Mumbai,130000,Diesel,Manual,First,2498.0,112.0,8.0,2.75,Mahindra,Xylo,9,14.0
Coimbatore,31576,Petrol,Manual,First,1197.0,82.0,5.0,7.85,Hyundai,Grand,3,18.9
Mumbai,66000,Petrol,Manual,First,1598.0,103.6,5.0,2.95,Volkswagen,Vento,9,15.04
Mumbai,79000,Petrol,Automatic,Second,2354.0,177.6,5.0,4.85,Honda,Accord,12,11.7
Bangalore,47140,Diesel,Automatic,Second,2925.0,,5.0,30.0,Mercedes-Benz,S-Class,9,13.5
Bangalore,36610,Diesel,Automatic,First,2143.0,107.3,5.0,19.9,Mercedes-Benz,B,4,15.0
Bangalore,93000,Diesel,Manual,First,1582.0,126.2,5.0,10.8,Hyundai,Creta,4,20.5
Hyderabad,52195,Petrol,Manual,First,796.0,46.3,5.0,1.75,Maruti,Alto,13,19.7
Mumbai,20003,Diesel,Automatic,First,1968.0,143.0,5.0,19.25,Audi,A3,4,20.38
Delhi,66314,Diesel,Manual,First,1461.0,83.8,5.0,5.5,Renault,Duster,7,19.87
Chennai,76000,Diesel,Manual,First,1399.0,68.0,5.0,2.75,Ford,Fiesta,11,17.8
Bangalore,29000,Diesel,Manual,First,1582.0,126.2,5.0,13.0,Hyundai,Creta,5,19.67
Mumbai,30000,Diesel,Manual,First,1399.0,68.0,5.0,3.2,Ford,Figo,9,20.0
Coimbatore,56526,Petrol,Manual,First,1598.0,103.5,5.0,5.84,Volkswagen,Polo,7,15.26
Hyderabad,38000,Diesel,Automatic,Second,1969.0,150.0,5.0,24.0,Volvo,V40,5,16.8
Chennai,41000,Diesel,Automatic,First,1582.0,126.32,5.0,6.25,Hyundai,Verna,8,19.08
Hyderabad,53000,Diesel,Automatic,First,2993.0,,5.0,36.0,BMW,7,11,14.49
Chennai,125000,Diesel,Manual,Third,1998.0,68.0,5.0,3.0,Mitsubishi,Lancer,17,14.8
Chennai,242000,Diesel,Manual,First,2982.0,171.0,7.0,11.0,Toyota,Fortuner,10,11.5
Chennai,90000,Diesel,Manual,First,1248.0,88.5,5.0,6.5,Maruti,Ciaz,5,26.21
Hyderabad,11000,Diesel,Manual,First,1248.0,88.5,5.0,9.4,Maruti,Vitara,2,24.3
Kochi,21936,Diesel,Automatic,First,1995.0,190.0,5.0,37.92,BMW,3,2,21.76
Pune,41000,Petrol,Automatic,First,1598.0,103.6,5.0,5.25,Volkswagen,Vento,7,14.4
Chennai,47000,Petrol,Manual,First,1197.0,80.0,5.0,4.5,Hyundai,i20,9,17.0
Chennai,110000,Diesel,Automatic,First,2993.0,,5.0,18.0,BMW,X5,11,11.0
Coimbatore,45960,Petrol,Manual,First,1197.0,82.0,5.0,5.56,Hyundai,Xcent,5,19.1
Bangalore,48000,Diesel,Automatic,First,2143.0,203.0,5.0,22.0,Mercedes-Benz,E-Class,7,14.21
Hyderabad,68000,Diesel,Automatic,First,2179.0,147.51,5.0,22.0,Land,Rover,9,12.39
Mumbai,41000,Petrol,Manual,First,1197.0,78.9,5.0,2.65,Hyundai,i10,9,20.36
Jaipur,69573,Diesel,Manual,Second,1582.0,126.32,5.0,5.85,Hyundai,Verna,7,22.32
Chennai,115000,Diesel,Manual,First,1968.0,138.1,5.0,6.95,Volkswagen,Jetta,8,19.33
Kolkata,47629,Diesel,Manual,First,2179.0,140.0,7.0,6.5,Mahindra,XUV500,8,15.1
Jaipur,66624,Petrol,Manual,Third,796.0,35.0,8.0,0.85,Maruti,Omni,16,19.7
Delhi,80000,Petrol,Automatic,Second,1798.0,177.46,5.0,7.25,Skoda,Superb,7,14.67
Pune,94868,Diesel,Manual,First,1248.0,74.0,5.0,4.5,Maruti,Swift,8,22.9
Mumbai,76477,Diesel,Manual,First,2179.0,120.0,8.0,4.25,Mahindra,Scorpio,10,10.5
Chennai,28000,Petrol,Automatic,First,1991.0,183.0,5.0,26.0,Mercedes-Benz,GLA,4,13.7
Coimbatore,28599,Diesel,Manual,First,2498.0,105.0,6.0,9.66,Mahindra,Thar,3,16.55
Bangalore,45348,Diesel,Manual,Second,1461.0,108.45,5.0,6.85,Renault,Duster,7,19.01
Coimbatore,80127,Diesel,Automatic,First,1968.0,167.6,5.0,23.68,Audi,Q5,7,12.8
Delhi,68000,Diesel,Automatic,Second,2179.0,147.51,5.0,15.75,Land,Rover,7,12.39
Pune,75000,Diesel,Manual,Third,1598.0,103.6,5.0,3.5,Volkswagen,Vento,8,20.54
Delhi,48000,Petrol,Automatic,Second,2979.0,,5.0,6.99,BMW,5,14,11.62
Coimbatore,41871,Diesel,Manual,First,1582.0,126.2,5.0,15.57,Hyundai,Elantra,1,22.7
Coimbatore,84931,Diesel,Manual,First,2956.0,83.8,7.0,5.29,Tata,Sumo,5,15.3
Kolkata,15000,Petrol,Manual,First,799.0,53.64,5.0,2.25,Datsun,redi-GO,4,22.7
Chennai,110000,Diesel,Automatic,First,2993.0,,5.0,20.0,BMW,X5,11,11.7
Mumbai,5900,Petrol,Automatic,First,,,4.0,47.5,BMW,6,9,7.94
Chennai,103653,Petrol,Manual,Second,1061.0,47.0,5.0,1.22,Maruti,Alto,18,18.9
Chennai,64806,Petrol,Manual,First,1198.0,73.9,5.0,3.65,Volkswagen,Polo,8,16.47
Pune,35000,Petrol,Manual,First,1198.0,67.0,7.0,3.1,Datsun,GO,4,20.62
Bangalore,40000,Petrol,Manual,First,1591.0,121.3,5.0,11.5,Hyundai,Creta,4,15.29
Kochi,23876,Petrol,Manual,First,998.0,67.1,5.0,3.46,Maruti,Alto,5,24.07
Coimbatore,67901,Diesel,Manual,First,2199.0,194.3,7.0,8.38,Hyundai,Santa,7,14.66
Pune,68865,Diesel,Manual,First,1598.0,103.6,5.0,4.8,Volkswagen,Polo,6,15.11
Pune,71000,Diesel,Manual,Second,1498.0,98.6,5.0,4.5,Honda,Amaze,6,25.8
Chennai,95000,Petrol,Manual,First,1298.0,,5.0,0.8,Maruti,Esteem,16,15.9
Kolkata,25000,Diesel,Manual,First,1248.0,74.0,5.0,3.95,Maruti,Swift,6,22.9
Hyderabad,180000,Diesel,Manual,First,1598.0,103.5,5.0,3.65,Skoda,Rapid,8,20.5
Mumbai,131000,Diesel,Automatic,First,2987.0,198.5,5.0,10.0,Mercedes-Benz,E-Class,15,11.0
Delhi,65000,Diesel,Manual,Second,2179.0,120.0,8.0,4.0,Mahindra,Scorpio,9,12.05
Hyderabad,117777,Diesel,Manual,First,1461.0,84.8,5.0,4.75,Nissan,Sunny,8,21.64
Bangalore,65000,Petrol,Manual,Second,1298.0,85.8,5.0,3.1,Maruti,Swift,11,17.5
Kochi,46897,Petrol,Manual,First,814.0,55.2,5.0,3.61,Hyundai,EON,3,21.1
Coimbatore,36695,Petrol,Manual,First,1198.0,86.8,5.0,4.29,Honda,Brio,5,19.4
Kolkata,43000,Petrol,Manual,First,1198.0,75.0,5.0,2.13,Nissan,Micra,9,18.06
Mumbai,54000,Petrol,Manual,First,796.0,46.3,5.0,1.1,Maruti,Alto,12,19.7
Hyderabad,89000,Diesel,Automatic,First,1995.0,190.0,5.0,13.95,BMW,3,9,22.69
Mumbai,7000,Petrol,Manual,First,1198.0,74.0,5.0,5.35,Volkswagen,Polo,6,16.47
Hyderabad,58470,Petrol,Manual,First,998.0,67.04,5.0,3.9,Maruti,Celerio,6,23.1
Kolkata,37000,Petrol,Manual,First,1197.0,81.8,5.0,2.8,Maruti,Wagon,6,21.5
Mumbai,29000,Diesel,Manual,First,1248.0,88.5,5.0,8.75,Maruti,Ciaz,4,26.21
Hyderabad,52000,Diesel,Automatic,First,1968.0,147.51,5.0,19.5,Audi,A4,7,16.55
Kolkata,32807,Petrol,Manual,First,1198.0,86.8,5.0,2.75,Honda,Brio,7,19.4
Hyderabad,86000,Diesel,Automatic,First,2179.0,120.0,8.0,8.0,Mahindra,Scorpio,7,11.79
Delhi,66500,Diesel,Manual,First,1498.0,98.6,5.0,5.7,Honda,City,6,26.0
Ahmedabad,94000,Diesel,Automatic,First,1995.0,184.0,5.0,12.5,BMW,X1,8,17.05
Chennai,29000,Petrol,Manual,Second,995.0,62.0,5.0,1.75,Chevrolet,Spark,9,18.0
Chennai,107389,Diesel,Manual,Second,1399.0,68.0,5.0,1.9,Ford,Figo,10,20.0
Ahmedabad,36100,Petrol,Manual,First,1197.0,81.8,5.0,4.5,Maruti,Swift,5,20.4
Mumbai,16329,Diesel,Automatic,First,2143.0,170.0,5.0,30.3,Mercedes-Benz,New,5,19.27
Hyderabad,36000,Diesel,Automatic,First,1968.0,141.0,5.0,16.0,Skoda,Octavia,6,19.3
Kochi,41816,Diesel,Automatic,First,1995.0,190.0,5.0,32.78,BMW,X3,3,18.56
Jaipur,54680,Petrol,Manual,First,814.0,55.2,5.0,2.5,Hyundai,EON,5,21.1
Hyderabad,14000,Diesel,Automatic,First,1968.0,187.74,5.0,43.0,Audi,A4,3,18.25
Kochi,23977,Petrol,Manual,First,1196.0,86.8,5.0,5.38,Ford,Figo,3,18.16
Hyderabad,30131,Petrol,Manual,First,998.0,67.1,5.0,2.65,Maruti,Alto,7,20.92
Hyderabad,2530,Petrol,Manual,First,796.0,47.3,5.0,3.3,Maruti,Alto,3,24.7
Hyderabad,39000,Diesel,Automatic,First,2143.0,167.62,5.0,34.0,Mercedes-Benz,New,5,19.27
Chennai,140000,Petrol,Manual,Third,1086.0,68.0,5.0,0.7,Hyundai,Santro,19,20.3
Kochi,32257,Diesel,Manual,First,1120.0,71.0,5.0,6.83,Hyundai,Xcent,3,24.4
Kochi,46983,Diesel,Manual,First,1498.0,98.6,5.0,5.77,Honda,Amaze,4,25.8
Chennai,107000,Diesel,Manual,Second,1248.0,75.0,5.0,3.1,Maruti,Swift,12,17.8
Mumbai,19000,Petrol,Manual,First,1199.0,74.0,5.0,4.95,Volkswagen,Polo,3,16.2
Bangalore,88000,Diesel,Automatic,First,1968.0,174.33,5.0,16.25,Audi,A4,7,17.11
Coimbatore,84384,Diesel,Automatic,First,,,7.0,52.54,Land,Rover,8,10.2
Chennai,128000,Diesel,Manual,Third,2179.0,140.0,7.0,6.4,Mahindra,XUV500,9,16.0
Bangalore,71000,Diesel,Manual,Third,2499.0,141.0,7.0,6.95,Ford,Endeavour,9,13.1
Kolkata,50000,Diesel,Manual,First,1396.0,53.5,5.0,0.85,Tata,Indica,12,17.2
Chennai,16000,Petrol,Manual,First,1197.0,83.1,5.0,6.95,Maruti,Baleno,4,21.4
Kolkata,82000,Diesel,Manual,First,1120.0,71.0,5.0,3.45,Hyundai,Xcent,3,24.4
Delhi,80000,Petrol,Manual,First,1799.0,130.0,5.0,2.75,Honda,Civic,12,13.5
Delhi,36000,Petrol,Manual,Second,1197.0,81.83,5.0,4.95,Hyundai,i20,5,18.6
Coimbatore,17477,Petrol,Manual,First,1198.0,108.5,5.0,9.62,Tata,Nexon,2,17.0
Coimbatore,16725,Petrol,Manual,First,1197.0,81.83,5.0,6.79,Hyundai,i20,4,18.6
Mumbai,48241,Petrol,Manual,First,1197.0,85.8,5.0,4.5,Maruti,Swift,6,19.1
Kochi,52431,Petrol,Manual,First,998.0,67.04,5.0,3.01,Maruti,Wagon,6,22.5
Bangalore,68000,Diesel,Manual,First,1396.0,88.76,5.0,4.4,Hyundai,i20,8,21.9
Hyderabad,158000,Diesel,Automatic,First,2982.0,168.5,7.0,17.49,Toyota,Fortuner,8,12.55
Coimbatore,31446,Petrol,Manual,First,1197.0,78.9,5.0,4.66,Hyundai,i10,6,20.36
Chennai,25000,Petrol,Manual,First,1197.0,82.0,5.0,5.5,Hyundai,Grand,5,18.9
Ahmedabad,57000,Petrol,Manual,First,1197.0,81.83,5.0,6.0,Hyundai,i20,4,18.6
Hyderabad,76000,Petrol,Automatic,First,1086.0,,5.0,2.4,Hyundai,Santro,13,17.0
Kochi,57078,Diesel,Manual,First,1248.0,88.5,5.0,10.19,Maruti,Vitara,2,24.3
Kochi,47471,Diesel,Manual,First,1498.0,98.6,5.0,5.25,Honda,Amaze,4,25.8
Hyderabad,50000,Diesel,Automatic,First,2143.0,203.2,5.0,45.0,Mercedes-Benz,M-Class,6,15.26
Ahmedabad,62000,Diesel,Manual,First,1396.0,90.0,5.0,2.7,Hyundai,i20,10,23.0
Coimbatore,65807,Petrol,Manual,First,1086.0,68.05,5.0,3.39,Hyundai,i10,7,19.81
Hyderabad,81768,Diesel,Manual,First,1248.0,74.0,5.0,5.69,Maruti,Swift,6,26.59
Kochi,9952,Petrol,Automatic,First,2979.0,,2.0,58.54,BMW,Z4,2,10.37
Hyderabad,24000,Diesel,Manual,First,1248.0,74.0,5.0,8.4,Maruti,Baleno,3,27.39
Hyderabad,72921,Diesel,Manual,First,936.0,57.6,5.0,2.5,Chevrolet,Beat,8,25.44
Pune,59000,Petrol,Manual,First,1198.0,86.8,5.0,3.25,Honda,Brio,8,19.4
Mumbai,33000,Diesel,Manual,Second,1399.0,68.05,5.0,3.25,Ford,Figo,6,20.0
Pune,36789,Petrol,Automatic,First,998.0,67.04,5.0,4.25,Maruti,Celerio,4,23.1
Jaipur,41000,Diesel,Automatic,First,2143.0,170.0,5.0,18.5,Mercedes-Benz,New,6,14.84
Hyderabad,71000,Petrol,Automatic,First,1086.0,,5.0,2.4,Hyundai,Santro,13,17.0
Jaipur,46650,Petrol,Manual,First,1198.0,86.8,5.0,4.25,Honda,Brio,5,19.4
Mumbai,3000,Petrol,Automatic,First,1197.0,83.1,5.0,8.85,Maruti,Baleno,2,21.4
Coimbatore,14799,Petrol,Manual,First,814.0,55.2,5.0,4.14,Hyundai,EON,6,21.1
Mumbai,44000,Electric,Automatic,First,1798.0,73.0,5.0,12.75,Toyota,Prius,9,
Hyderabad,68525,Diesel,Manual,First,1396.0,90.0,5.0,7.0,Hyundai,i20,5,23.0
Hyderabad,15000,Diesel,Automatic,First,,197.0,7.0,33.0,Ford,Endeavour,2,10.91
Ahmedabad,29000,Petrol,Manual,First,1497.0,117.3,5.0,10.0,Honda,City,3,17.4
Kochi,77407,Diesel,Manual,Second,1248.0,88.8,5.0,3.53,Maruti,SX4,8,21.5
Jaipur,118000,Petrol,Manual,First,1598.0,102.5,5.0,1.35,Chevrolet,Optra,13,12.9
Delhi,75000,Diesel,Manual,First,1598.0,103.6,5.0,4.5,Volkswagen,Vento,7,20.54
Pune,69000,Petrol,Manual,First,1497.0,116.3,5.0,4.9,Honda,City,8,16.8
Kochi,52553,Diesel,Manual,First,1582.0,126.2,5.0,12.26,Hyundai,Creta,4,19.67
Mumbai,58000,Diesel,Manual,Second,1120.0,71.0,5.0,3.99,Hyundai,Xcent,6,24.4
Mumbai,24000,Diesel,Automatic,First,2143.0,170.0,5.0,46.95,Mercedes-Benz,GLC,3,17.9
Hyderabad,65542,Diesel,Manual,First,1399.0,68.0,5.0,3.8,Ford,Figo,5,20.0
Ahmedabad,68008,Diesel,Manual,Second,1896.0,105.0,5.0,6.75,Volkswagen,Jetta,7,15.0
Coimbatore,22251,Diesel,Manual,First,1493.0,100.0,7.0,8.75,Mahindra,TUV,3,18.49
Chennai,55000,Petrol,Manual,Second,1499.0,110.0,5.0,5.2,Ford,Ecosport,7,15.8
Kochi,19387,Petrol,Manual,First,1591.0,121.3,5.0,8.42,Hyundai,Verna,3,17.1
Pune,58000,CNG,Manual,First,998.0,58.16,5.0,3.0,Maruti,Wagon,6,
Mumbai,24001,Petrol,Manual,First,1197.0,81.83,5.0,5.75,Hyundai,i20,4,18.6
Kolkata,17000,Diesel,Automatic,First,1968.0,140.8,5.0,9.75,Audi,A4,12,15.2
Delhi,28500,Petrol,Manual,First,1198.0,67.04,5.0,3.5,Nissan,Micra,5,19.49
Jaipur,66000,Diesel,Automatic,First,2143.0,203.2,5.0,30.0,Mercedes-Benz,M-Class,6,15.26
Delhi,22000,Diesel,Automatic,First,2179.0,147.5,5.0,35.0,Land,Rover,3,12.83
Coimbatore,44383,Petrol,Manual,First,1591.0,121.3,5.0,13.25,Hyundai,Creta,2,15.8
Mumbai,45000,Diesel,Manual,First,1598.0,103.5,5.0,3.65,Skoda,Rapid,7,20.5
Jaipur,58000,Diesel,Manual,First,1248.0,74.0,5.0,5.25,Maruti,Swift,5,23.4
Delhi,69000,Petrol,Manual,First,1591.0,121.3,5.0,9.7,Hyundai,Creta,4,15.8
Coimbatore,60993,Diesel,Manual,First,1120.0,70.0,5.0,5.21,Hyundai,Grand,3,24.0
Pune,67000,Diesel,Manual,First,1493.0,100.0,7.0,6.3,Mahindra,TUV,4,18.49
Kochi,51134,Diesel,Manual,First,1120.0,70.0,5.0,4.72,Hyundai,Grand,6,24.0
Chennai,55000,Diesel,Automatic,Second,2993.0,,5.0,28.0,BMW,X5,9,11.7
Coimbatore,25082,Diesel,Automatic,First,1248.0,73.75,5.0,8.37,Maruti,Dzire,2,28.4
Delhi,68350,Diesel,Manual,First,2982.0,168.5,7.0,14.0,Toyota,Fortuner,8,12.55
Hyderabad,50000,Diesel,Automatic,First,1968.0,174.33,5.0,36.0,Audi,A6,5,17.68
Pune,97000,Diesel,Manual,First,1498.0,98.6,5.0,6.4,Honda,Jazz,5,27.3
Coimbatore,56238,Diesel,Automatic,First,,,7.0,51.69,Audi,Q7,5,11.33
Jaipur,72618,Diesel,Manual,First,2179.0,120.0,7.0,8.0,Mahindra,Scorpio,6,12.05
Hyderabad,62005,Diesel,Manual,First,1991.0,147.9,5.0,9.8,Chevrolet,Cruze,8,18.3
Hyderabad,61250,Diesel,Manual,First,936.0,57.6,5.0,2.7,Chevrolet,Beat,8,25.44
Coimbatore,28469,Diesel,Automatic,First,1968.0,187.74,5.0,24.37,Audi,A4,6,18.25
Kochi,21488,Petrol,Automatic,First,1598.0,103.52,5.0,9.72,Skoda,Rapid,2,14.3
Pune,197000,Diesel,Manual,First,1248.0,74.0,5.0,5.0,Maruti,Swift,6,23.4
Pune,138205,Diesel,Manual,Second,2982.0,171.0,7.0,10.5,Toyota,Fortuner,11,11.5
Jaipur,160000,Diesel,Manual,Second,1248.0,74.0,5.0,3.9,Maruti,Swift,8,22.9
Coimbatore,67590,Petrol,Manual,First,1497.0,118.0,5.0,5.65,Honda,City,8,17.0
Mumbai,52000,Diesel,Automatic,First,2143.0,203.2,5.0,29.95,Mercedes-Benz,M-Class,8,15.26
Bangalore,100000,Diesel,Manual,Second,1248.0,75.0,5.0,3.0,Maruti,Swift,12,17.8
Kolkata,60048,Diesel,Manual,First,1498.0,99.0,5.0,6.0,Ford,Aspire,3,26.1
Mumbai,48000,Petrol,Manual,First,1197.0,78.9,5.0,2.11,Hyundai,i10,11,20.36
Kolkata,47000,Petrol,Manual,First,,,,1.49,Fiat,Punto,10,14.6
Jaipur,100000,Petrol,Manual,First,796.0,46.3,5.0,1.5,Maruti,Alto,9,19.7
Coimbatore,62601,Diesel,Manual,First,1364.0,,5.0,4.67,Toyota,Etios,7,23.59
Bangalore,80010,Petrol,Manual,Second,1197.0,81.8,5.0,2.85,Maruti,Swift,14,20.4
Coimbatore,26493,Diesel,Automatic,First,2143.0,170.0,5.0,33.64,Mercedes-Benz,New,3,19.27
Hyderabad,96000,Diesel,Manual,Second,1396.0,52.8,5.0,0.91,Tata,Indica,9,17.88
Jaipur,45700,Petrol,Manual,Second,796.0,47.3,5.0,2.42,Maruti,Alto,6,22.74
Kolkata,13000,Petrol,Automatic,First,2771.0,193.1,5.0,3.25,Skoda,Superb,15,9.3
Kolkata,38000,Petrol,Manual,First,1198.0,73.9,5.0,2.8,Volkswagen,Polo,7,16.47
Coimbatore,8018,Petrol,Automatic,First,1197.0,81.8,5.0,8.3,Maruti,Dzire,1,22.0
Bangalore,144400,Diesel,Manual,Third,2179.0,120.0,8.0,5.25,Mahindra,Scorpio,10,12.05
Jaipur,152000,Diesel,Manual,First,1248.0,75.0,5.0,2.9,Maruti,Swift,10,17.8
Pune,71000,Diesel,Automatic,First,1995.0,184.0,5.0,15.0,BMW,3,7,18.88
Jaipur,80000,Petrol,Manual,Second,624.0,37.5,4.0,0.53,Tata,Nano,8,25.4
Mumbai,87143,Diesel,Manual,First,2494.0,100.0,8.0,12.5,Toyota,Innova,6,12.99
Mumbai,25000,Petrol,Manual,First,1198.0,86.8,5.0,2.75,Honda,Brio,8,18.4
Pune,2000,Petrol,Automatic,First,1199.0,83.83,5.0,5.0,Tata,Tiago,2,23.84
Kochi,45239,Diesel,Manual,First,2179.0,120.0,8.0,7.09,Mahindra,Scorpio,6,12.05
Hyderabad,101999,Diesel,Automatic,First,1995.0,218.0,5.0,19.99,BMW,5,9,16.73
Mumbai,74219,Diesel,Manual,First,1364.0,87.2,5.0,10.75,Toyota,Corolla,6,21.43
Mumbai,25000,Petrol,Automatic,First,1497.0,117.3,5.0,9.45,Honda,City,4,18.0
Hyderabad,109606,Diesel,Manual,First,1582.0,126.2,5.0,2.9,Hyundai,Verna,12,22.0
Kolkata,36000,Diesel,Manual,First,1248.0,74.0,5.0,4.7,Maruti,Swift,5,26.59
Coimbatore,41810,Petrol,Manual,First,1373.0,91.1,5.0,7.11,Maruti,Ciaz,4,20.73
Jaipur,93321,Diesel,Manual,First,1498.0,89.84,5.0,6.25,Ford,Ecosport,6,22.7
Hyderabad,81000,Petrol,Manual,First,998.0,67.1,5.0,2.2,Maruti,Alto,9,20.92
Kochi,25717,Petrol,Automatic,First,1199.0,88.76,5.0,8.86,Honda,Amaze,1,19.0
Delhi,37000,Diesel,Manual,First,2179.0,140.0,7.0,9.3,Mahindra,XUV500,5,15.1
Coimbatore,56380,Diesel,Manual,First,1493.0,100.0,7.0,7.57,Mahindra,TUV,3,18.49
Chennai,8000,Petrol,Manual,First,1199.0,88.7,5.0,7.9,Honda,Jazz,3,18.2
Kochi,14589,Petrol,Manual,First,1298.0,88.2,5.0,5.65,Maruti,Swift,2,16.1
Delhi,65088,Petrol,Manual,First,1198.0,73.9,5.0,3.25,Volkswagen,Polo,7,16.47
Coimbatore,24864,Diesel,Manual,First,1582.0,126.2,5.0,16.27,Hyundai,Creta,1,20.5
Coimbatore,64831,Petrol,Manual,First,1199.0,79.4,5.0,3.21,Chevrolet,Beat,9,18.6
Kolkata,38001,Diesel,Manual,First,1498.0,98.6,5.0,3.9,Honda,Amaze,7,25.8
Mumbai,77000,Petrol,Automatic,Second,2496.0,157.7,5.0,6.5,Mercedes-Benz,E-Class,12,10.0
Hyderabad,27000,Diesel,Automatic,First,2993.0,,5.0,48.0,BMW,5,4,18.59
Mumbai,39000,Diesel,Automatic,First,1968.0,143.0,5.0,18.9,Audi,A3,4,20.38
Pune,131000,Diesel,Manual,First,1248.0,74.0,5.0,3.6,Maruti,Swift,5,26.59
Kolkata,43000,Diesel,Manual,First,1248.0,74.0,5.0,5.5,Maruti,Swift,5,26.59
Pune,68000,Diesel,Manual,Second,2494.0,102.0,7.0,7.0,Toyota,Innova,9,12.8
Bangalore,45165,Diesel,Automatic,First,1995.0,184.0,5.0,41.75,BMW,X3,4,16.09
Hyderabad,120000,Diesel,Automatic,First,1995.0,218.0,5.0,10.5,BMW,5,13,16.73
Coimbatore,86091,Diesel,Manual,First,2179.0,140.0,7.0,10.09,Mahindra,XUV500,6,15.1
Delhi,71499,Petrol,Manual,First,1497.0,118.0,5.0,3.0,Honda,City,11,17.0
Chennai,50000,Diesel,Manual,First,2200.0,139.01,7.0,12.0,Force,One,6,17.0
Jaipur,66000,Diesel,Manual,First,1498.0,88.0,5.0,4.91,Volkswagen,Polo,5,20.14
Kolkata,45000,Petrol,Manual,First,1198.0,90.0,5.0,2.0,Honda,Jazz,10,16.0
Hyderabad,69189,Diesel,Manual,First,1364.0,67.06,5.0,5.3,Toyota,Etios,5,23.59
Mumbai,40206,Diesel,Manual,First,1461.0,108.5,5.0,7.22,Nissan,Terrano,6,19.01
Kochi,36723,Diesel,Automatic,First,1995.0,190.0,5.0,32.57,BMW,X3,3,18.56
Mumbai,57500,Petrol,Manual,First,1197.0,80.0,5.0,2.75,Hyundai,i20,10,18.5
Kochi,43912,CNG,Manual,First,1196.0,73.0,5.0,4.33,Maruti,Eeco,2,21.139999999999997
Hyderabad,52000,Diesel,Manual,First,1399.0,68.0,5.0,3.75,Ford,Fiesta,9,17.8
Kochi,60952,Petrol,Automatic,First,1497.0,118.0,5.0,5.91,Honda,City,6,16.8
Chennai,87192,Diesel,Manual,First,1248.0,74.0,5.0,4.35,Maruti,Swift,7,25.2
Delhi,58000,Diesel,Manual,First,1120.0,70.0,5.0,3.25,Hyundai,Grand,6,24.0
Pune,59500,Diesel,Automatic,First,2967.0,,7.0,68.0,Audi,Q7,3,14.75
Mumbai,16650,Petrol,Manual,First,1198.0,74.0,5.0,5.5,Volkswagen,Ameo,4,17.0
Kochi,34696,Petrol,Automatic,First,1497.0,117.3,5.0,12.08,Honda,City,2,18.0
Kochi,42243,Diesel,Manual,First,1248.0,74.0,5.0,7.48,Maruti,Baleno,2,27.39
Jaipur,57824,Diesel,Manual,First,1120.0,70.0,5.0,5.5,Hyundai,Grand,4,24.0
Jaipur,110000,Diesel,Manual,First,1248.0,73.9,5.0,3.5,Maruti,Swift,9,19.3
Delhi,63000,Petrol,Manual,First,,,,1.6,Maruti,Swift,14,16.1
Delhi,72000,Diesel,Automatic,First,2179.0,115.0,5.0,15.5,Land,Rover,7,
Hyderabad,63455,Diesel,Manual,First,2982.0,171.0,7.0,19.0,Toyota,Fortuner,7,11.5
Hyderabad,17151,Diesel,Manual,First,1498.0,98.6,5.0,8.4,Honda,Jazz,3,27.3
Pune,31001,Diesel,Manual,First,1248.0,88.5,5.0,7.25,Maruti,Vitara,4,24.3
Kolkata,42109,Diesel,Manual,First,1248.0,74.0,5.0,4.25,Maruti,Swift,6,23.4
Delhi,55000,Diesel,Automatic,Second,1498.0,103.52,5.0,5.7,Skoda,Rapid,5,21.66
Hyderabad,46000,Diesel,Automatic,Second,2179.0,115.0,5.0,26.0,Land,Rover,7,
